Xhosa (xh)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
isoso	0	0	0	0	0	0	0	0	0	0
saucy	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
sauna	0	0	0	0	0	0	0	0	0	0
yintlanzi	0	1	1	0	0	1	0	0	0	0
ukuzingela	0	1	1	0	0	1	0	0	0	0
savanna	0	0	0	0	0	0	0	0	0	0
ndoloza	1	0	0	0	0	0	1	0	0	1
u kugcina	0	0	0	0	0	0	0	0	0	0
lo ndolozo	1	0	0	0	0	0	0	0	0	0
ncam	1	0	0	1	1	0	1	1	0	1
nwabisa	1	0	0	0	0	0	0	0	0	0
savvy	1	0	0	0	0	0	0	0	0	0
sawdust	0	0	0	0	0	0	0	0	0	0
sax	0	0	0	0	0	0	0	0	0	0
saxophone	0	0	0	0	0	0	0	0	0	0
isikali	0	1	0	0	0	0	0	0	0	0
isikhala	0	0	0	0	0	0	0	0	0	0
i scaffold	0	1	0	0	0	1	0	0	0	0
ukukhahlela	0	0	0	0	0	0	0	0	0	0
isixa	0	0	0	0	0	0	0	0	0	0
sikali	0	0	0	0	0	0	0	0	0	0
iscallop	0	0	0	0	0	0	0	0	0	0
isikhumba	0	0	0	0	0	0	0	0	0	0
i scalpel	0	1	0	0	0	1	0	0	0	0
i-scaly	0	1	0	0	0	0	0	0	0	0
ukutshintshwa	0	0	0	0	0	0	0	0	0	0
ngcikivo	0	1	0	0	0	1	0	0	0	0
ukugculela	0	1	1	0	0	0	0	0	0	0
ncinane	0	1	0	0	0	0	0	0	0	0
scape	0	0	0	0	0	0	0	0	0	0
i-scapegoat	0	1	1	0	0	1	0	0	0	0
u bunzima	0	1	1	0	1	1	0	1	0	0
i-scarab	0	0	0	0	0	0	0	0	0	0
kunqongophala	0	1	0	0	0	1	0	1	0	0
kunzima	0	1	0	0	0	0	0	1	0	0
kunqongophala	0	1	1	0	0	1	0	1	0	0
soyika	0	1	1	1	0	1	0	0	1	0
utyhaso	1	1	0	0	0	1	0	0	0	0
yesikhafu	0	0	0	0	0	0	0	0	0	0
obomvu	0	0	0	0	0	0	0	0	0	0
sasaza	0	0	0	0	0	0	0	0	0	0
sasazwe	0	0	0	0	0	0	0	0	0	0
sasaza	0	0	0	0	0	0	0	0	0	0
umkhwenkwezi	0	1	0	0	0	0	0	0	0	0
umcimbi	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
esicacileyo	0	0	0	0	0	0	0	0	0	0
livumba	0	0	0	0	0	0	0	0	0	0
ngathandabuzeki	0	0	0	0	0	0	0	0	0	1
ukungaqiniseki	0	0	0	0	0	0	0	0	0	0
isicwangciso	0	0	0	0	0	0	0	0	0	0
cwangciso	0	1	0	0	0	0	0	0	0	0
schism	0	1	1	0	0	0	0	0	0	0
schizophrenia	0	1	1	0	1	1	0	1	0	0
ngumfundi	1	0	0	0	0	0	0	0	0	0
ngabafundi	0	0	0	0	0	0	0	0	0	0
ufundiso	1	0	0	0	0	0	1	0	0	0
esikolweni	0	0	0	0	0	0	0	0	0	1
umntwana wesikolo	0	0	0	0	0	0	0	0	0	0
esikolweni	0	0	0	0	0	0	0	0	0	0
mfundisi	0	0	0	0	0	0	0	0	0	0
i-schooner	0	0	0	0	0	0	0	0	0	0
sciatica	0	1	0	0	0	0	0	0	0	0
yesayensi	0	0	0	0	0	0	0	0	0	0
zesayensi	1	0	0	0	0	0	0	0	0	1
nzu lulwazi	1	0	0	1	0	0	0	0	0	1
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
ukutshitshiswa	0	0	0	0	0	0	0	0	0	0
scintillator	0	0	0	0	0	0	0	0	0	0
scion	0	0	0	0	0	0	0	0	0	0
izikhali	0	0	0	0	0	0	0	0	0	0
ukuhlekisa	0	1	1	0	1	0	0	0	0	0
kha thazela	0	1	1	0	1	1	0	1	0	0
kutyhalwa	0	1	1	0	0	0	0	0	0	0
ukukhawuleza	0	0	0	0	0	0	0	0	0	0
ububanzi	0	0	0	0	0	0	0	0	0	0
ukutshisa	0	1	1	0	0	0	0	0	0	0
Inqaku	1	0	0	1	0	0	1	0	1	0
amanqaku	0	0	0	0	0	0	0	0	0	0
ngcikivo	0	1	1	0	0	0	0	0	0	0
i-scorpion	0	1	1	0	1	1	0	0	1	0
iskrini	0	1	0	0	0	0	0	0	0	0
umqhafazo	0	1	1	0	1	1	0	0	0	1
ukukhwaza	0	0	0	0	0	0	0	0	0	0
sibetho	0	1	1	0	0	1	0	1	0	0
kuhlola	0	0	0	0	0	0	0	0	0	0
qhawulwa	0	0	0	0	0	0	0	0	0	0
ukuxhamla	0	0	0	0	0	0	0	0	0	0
ukukhahlela	0	1	0	0	0	0	0	0	0	0
i-scrape	0	0	0	0	0	0	0	0	0	0
ukutshiza	0	1	1	0	0	1	0	1	0	0
ukutshiza	0	0	0	0	0	0	0	0	0	0
qalisa	0	0	0	0	0	0	0	0	0	0
ukukhala	0	1	1	0	1	1	0	0	1	0
ukukhala	0	1	1	0	1	1	0	0	0	0
kuhlutha	0	1	0	0	0	1	0	0	1	0
isikrini	0	0	0	0	0	0	0	0	0	0
isibuko	0	0	0	0	0	0	0	0	0	0
zi qhekeke	0	1	1	0	0	0	0	0	0	0
bha liweyo	0	0	0	0	0	0	0	0	0	0
umbhali	1	0	0	0	0	0	0	0	0	0
kubhala	0	1	0	0	0	0	0	0	1	0
sempendulo	0	0	0	0	0	0	0	0	0	0
script	1	0	0	0	0	0	0	0	0	0
kwiZibhalo	0	0	0	0	0	0	0	0	0	0
sibhalo	0	0	0	0	0	0	0	0	0	1
umqulu	0	0	0	0	0	0	0	0	0	0
ukutshiza	0	1	0	0	1	0	0	0	0	0
i-scrumptious	1	0	0	0	0	0	0	0	0	0
ngokucokisekileyo	0	0	0	0	0	0	0	0	0	0
uhlolisise	0	1	0	1	0	0	0	0	0	0
uhlolisiso	0	1	0	0	0	0	0	0	0	0
mtyhili	0	0	0	0	0	0	0	0	0	0
mzobo	1	0	0	0	0	0	0	0	0	0
zenziwe	0	0	0	0	0	0	0	0	0	0
isiqu	0	1	0	0	1	0	0	0	0	0
ulwandle	1	0	0	0	0	0	0	0	0	0
seaboard	0	0	0	0	0	0	0	0	0	0
uphawu	1	0	0	0	0	0	0	0	0	1
iimpawu	0	0	0	0	0	0	0	0	0	1
umthumo	0	0	0	0	0	0	0	0	0	0
mmanzi	0	0	0	0	0	0	0	0	0	0
ngazinzi	0	0	0	0	0	0	0	0	0	0
seamstress	0	0	0	0	0	0	0	0	0	0
sechwep	0	0	0	0	0	0	0	0	0	0
khangela	0	1	0	0	0	0	0	0	0	0
ukukhangela	0	0	0	0	0	0	0	0	0	0
ku khangela	0	0	0	0	0	0	0	0	0	0
kutyalwa	0	0	0	0	0	0	0	0	0	0
elwandle	0	0	0	0	0	0	0	0	0	0
lonyaka	0	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
ukuphelisa	0	0	0	0	0	0	0	0	0	0
sihlalo	0	0	0	0	0	0	0	0	0	0
secession	0	1	0	0	0	0	0	0	0	0
ngasese	0	1	0	0	0	0	0	1	0	0
ukuhlanganiswa	1	1	0	0	0	1	0	0	0	0
yesibini	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
mfihlelo	0	0	0	0	0	0	0	0	1	1
mfihlelo	0	0	0	0	0	0	0	0	0	1
nobhala	1	0	0	0	0	0	0	0	0	0
nobhala	0	0	0	0	0	0	0	0	0	0
i-secrete	0	0	0	0	1	0	0	0	0	0
mfihlelo	0	1	0	0	1	0	0	0	0	0
mfihlelo	0	1	0	0	0	0	0	0	0	0
ngasese	0	0	0	0	0	0	0	0	0	0
ihlelo	0	0	0	0	0	0	0	0	0	0
sehlelo	0	1	1	0	0	1	0	0	0	0
candelo	0	0	0	0	0	0	0	0	0	0
candelo	0	0	0	0	0	0	0	0	0	0
yelizwe	0	0	0	1	0	0	0	0	0	0
i-secularism	0	0	0	0	0	0	0	0	0	0
zokhuseleko	0	0	0	0	0	0	0	0	0	1
khu seleko	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
uhlala	0	0	0	0	0	0	0	0	0	0
ukuguqula	0	0	0	0	0	0	0	0	0	0
ehleli	0	0	0	0	0	0	0	0	0	0
bhedlele	0	0	0	0	0	0	0	0	0	0
i sediment	0	0	0	0	0	0	0	0	0	0
sedimentary	0	0	0	0	0	0	0	0	0	0
ukuvukela	0	1	1	0	0	0	0	1	0	0
ukudukisa	0	1	0	0	0	0	0	0	0	0
ukukhohlisa	0	0	0	0	0	0	0	0	0	0
ukukhohlisa	0	1	0	0	0	0	0	0	0	0
khohlisa	0	0	0	1	0	0	0	0	0	0
imbewu	0	0	0	0	0	0	0	0	0	0
imbewu	0	0	0	0	0	0	0	0	0	0
kufuna	0	0	0	1	0	0	0	0	0	0
umcebisi	0	0	0	0	0	0	0	0	0	0
nakala ngathi	0	0	0	0	0	0	0	0	0	0
mboni	0	0	0	0	0	0	0	0	0	0
ephazamiseka	0	0	0	0	0	0	0	0	0	0
candelo	0	0	0	0	0	0	0	0	0	0
hlukana	0	1	1	0	1	0	0	1	0	0
zahlula	0	1	0	0	0	0	0	0	0	0
ulwahlulo	0	0	0	0	0	0	0	0	0	0
kuthatha	0	1	0	0	0	1	0	0	0	0
ukuthatha	0	0	0	0	0	1	0	0	0	0
ncinane	0	0	0	0	0	0	0	0	0	0
ukhethe	0	0	0	0	0	0	0	0	0	0
ukhetho	0	0	0	0	0	0	0	0	0	0
kuzingca	0	1	1	0	1	0	0	0	0	0
kuzingca	0	1	0	0	0	0	0	0	0	0
thengisa	0	0	0	0	0	0	0	0	0	0
umthengisi	0	0	0	0	0	0	0	0	0	0
semaphore	0	0	0	0	0	0	0	0	0	0
kufaneka	0	0	0	0	0	0	0	0	0	0
semen	0	0	0	0	0	0	0	0	0	0
semicolon	0	0	0	0	0	0	0	0	0	0
umzimba	0	0	0	0	0	0	0	0	0	0
semina	0	0	0	0	0	0	0	0	0	0
seminari	0	0	0	0	0	0	0	0	0	0
semiotics	0	0	0	0	0	0	0	0	0	0
senethi	0	0	0	0	0	0	0	0	0	1
senene	0	0	0	0	0	0	0	0	0	0
thumela	0	0	0	0	0	0	0	0	0	0
ukuva	0	0	0	0	0	0	0	0	0	0
senile	0	1	0	0	0	1	0	1	0	0
aphezulu	0	0	0	0	0	0	0	0	0	0
ubudala	1	0	0	0	0	0	0	0	0	1
uvakalelo	0	0	0	0	0	0	0	0	0	0
uvakalelo	1	0	0	0	0	0	1	0	0	0
ingqiqo	1	0	0	0	0	0	0	0	0	0
ngqiqweni	0	1	1	0	1	1	0	1	1	0
zengqondo	0	0	0	0	0	0	0	0	0	0
ukuqonda	1	0	0	0	0	0	0	0	0	0
ngqiqweni	1	0	0	0	0	0	0	0	0	0
buhlungu	0	0	0	0	0	0	0	0	0	0
ngqondweni	0	0	0	0	0	0	0	0	0	0
zenyama	1	1	0	1	0	0	1	0	1	1
zengqondo	1	0	0	1	0	0	1	0	0	0
ezinomdla	1	0	0	0	0	0	1	0	0	0
isivakalisi	0	1	1	1	1	1	0	1	0	0
uvakalelwa	0	0	0	0	0	0	0	0	0	0
uvakalelo	0	0	0	0	0	0	0	0	0	0
uvakalelwa	1	0	0	0	0	0	0	0	0	0
uvakalelo	1	0	0	0	0	0	0	0	0	0
sentinel	1	0	0	0	0	0	0	0	0	1
thumela	0	0	0	0	0	0	0	0	0	1
hlu kileyo	0	0	0	0	0	0	0	0	0	0
hlukile	0	0	0	0	0	0	0	0	0	0
ngokwahlukileyo	0	0	0	0	0	0	0	0	0	0
hlukana	0	0	0	0	0	0	0	0	0	0
hlukana	0	1	1	0	1	0	0	0	0	0
sepia	0	0	0	0	0	0	0	0	0	0
sepsis	0	1	0	0	0	1	0	1	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
septic	0	1	0	0	1	0	0	0	0	0
Septum	0	0	0	0	0	0	0	0	0	0
elandelayo	0	0	0	1	0	0	0	0	0	0
ngokulandelelana	0	0	0	0	0	0	0	0	0	0
ulandelelana	0	0	0	0	0	0	0	0	0	0
sequestered	0	0	0	0	0	0	0	0	0	0
kulandelwa	0	1	0	0	0	0	0	1	0	0
serene	0	1	0	0	0	0	0	0	0	1
uzinzo	1	0	0	1	0	0	1	0	0	1
umphathi	0	0	0	0	0	0	0	0	0	0
i serial	0	0	0	1	0	0	0	0	0	0
uchungechunge	0	0	0	0	0	0	0	0	0	1
serif	0	0	0	0	0	0	0	0	0	0
ingxaki	0	0	0	0	0	1	0	1	0	0
ntshumayelo	1	0	0	0	0	0	0	0	0	1
inyoka	0	1	0	0	1	1	0	0	0	0
inyoka	0	0	0	0	0	0	0	0	0	0
i-serrated	0	0	0	0	0	0	0	0	0	0
serum	1	0	0	0	0	0	0	0	0	0
umkhonzi	0	1	0	0	0	0	0	0	0	1
ukukhonza	0	1	0	0	0	0	0	0	0	1
inkonzo	0	0	0	0	0	0	0	0	0	0
enkonzo	0	0	0	0	0	0	0	0	0	0
servile	0	1	0	0	1	1	0	1	0	0
kukhonza	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
seseshoni	0	0	0	0	0	0	0	0	0	0
seshoni	0	0	0	0	0	0	0	0	0	0
usethe	0	0	0	0	0	0	0	0	0	0
ukubuyisela	0	1	0	0	0	0	0	1	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
setter	0	0	0	0	0	0	0	0	0	0
ukuhlala	0	0	0	0	0	0	0	0	0	0
zihleli	0	0	0	0	0	0	0	0	0	0
ngumhlali	0	0	0	0	0	0	0	0	0	0
ukulungiswa	1	0	0	0	0	1	0	0	0	0
Isixhenxe	0	0	0	0	0	0	0	0	0	0
Amashumi asixhenxe	0	0	0	0	0	0	0	0	0	0
qhekeza	0	1	0	0	0	0	0	0	0	0
ikhefu	0	0	0	0	0	0	0	0	0	0
ngokwahlukileyo	0	0	0	0	0	0	0	0	0	0
ukuhlukana	0	0	0	0	0	0	0	1	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
bunzima	0	0	0	0	0	0	0	0	0	0
kuthunga	0	0	0	0	0	0	0	0	0	0
ukuthuthwa kwamanzi	0	1	0	0	1	0	0	0	0	0
umkhumbi	0	0	0	0	1	0	0	0	0	0
ukuthuthwa kwamanzi	0	1	0	0	1	0	0	0	0	0
ngesondo	1	0	0	1	0	0	1	0	0	1
ngesini	0	0	0	0	0	0	0	0	0	0
obushushu	0	0	0	0	0	0	0	0	0	0
shabby	0	1	0	0	1	0	0	0	0	0
umthi	0	1	0	0	1	0	0	1	0	0
i-shackle	0	1	1	1	1	1	0	1	0	0
mthunzi	0	0	0	0	0	0	0	0	0	0
shades	0	0	0	0	0	0	0	0	0	0
shading	0	0	0	0	0	0	0	0	0	0
isithunzi	0	0	0	0	0	0	0	0	0	0
emthunzini	0	0	0	0	0	0	0	0	0	0
utyhafile	0	1	0	0	0	1	0	0	0	0
shaft	0	0	0	0	0	0	0	0	0	0
shag	0	0	0	0	0	0	0	0	0	0
shaggy	0	0	0	0	0	0	0	0	0	0
ku gubha	0	0	0	0	0	0	0	0	0	0
zanyiswa	0	0	0	0	0	0	0	0	0	0
ukuthuthumela	0	1	0	0	0	1	0	0	0	0
ngca	0	1	1	1	0	1	0	0	0	0
zihlazo	0	1	1	0	1	0	0	0	0	0
shaman	0	0	0	0	0	0	0	0	0	0
shambles	0	1	0	0	0	0	0	0	0	0
lihlazo	0	1	0	0	1	1	0	1	0	0
lihlazo	0	1	0	0	0	0	0	1	0	0
zihlazo	0	1	0	0	1	0	0	0	0	0
shanghai	0	1	0	0	1	1	0	0	0	0
shank	0	0	0	0	0	1	0	0	0	0
shanty	0	0	0	0	0	0	0	0	0	0
ukuma	1	0	0	0	0	0	0	0	0	0
ngokukhawuleza	1	0	0	0	0	0	0	0	0	0
yabelana	1	0	0	1	0	0	1	0	0	1
sabelo	0	0	0	0	0	0	0	0	0	0
ukrebe	0	1	0	0	0	0	0	0	0	0
bukhali	0	0	1	1	0	0	0	0	0	0
libukhali	0	0	0	0	0	0	0	0	0	0
ubukhali	0	0	0	0	0	0	0	0	0	0
ubukhali	0	0	0	0	0	0	0	0	0	0
shatsha	0	1	1	0	0	1	0	1	1	0
yahlulwa	0	1	0	0	0	0	0	1	0	0
zicheba	0	0	0	0	0	0	0	0	0	0
ukucheba	0	0	0	0	0	0	0	0	0	0
shawl	0	0	0	0	0	0	0	0	0	0
isithungu	0	0	0	0	0	0	0	0	0	0
shear	0	0	0	0	0	0	0	0	0	0
shears	0	0	0	0	0	0	0	0	0	0
umxhasi	0	0	0	0	0	0	0	0	0	0
ukutshiza	0	0	0	0	0	0	0	0	0	0
ku phalazwa	0	1	0	0	0	0	0	0	0	0
sheen	0	0	0	0	0	0	0	0	0	0
izimvu	0	0	0	0	0	0	0	0	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
iphepha	0	0	0	0	0	0	0	0	0	0
ikhefu	0	0	0	0	0	0	0	0	0	0
igobolondo	0	1	1	0	0	1	0	1	1	0
i shellfish	0	0	0	0	0	0	0	0	0	0
indawo yokuhlala	1	0	0	0	0	0	0	0	0	1
ikhefu	0	1	0	0	0	0	0	0	0	0
malusi	1	0	0	0	0	0	0	0	0	1
wenkundla	0	0	0	0	0	0	0	0	0	1
sherry	0	0	0	0	0	0	0	0	0	0
khusela	0	0	0	0	0	0	0	0	0	0
ukutshintsha	0	0	0	0	0	0	0	0	0	0
ukutshintsha	0	0	0	0	0	0	0	0	0	0
shilling	0	0	0	0	0	0	0	0	0	0
shimmer	0	0	0	0	0	0	0	0	0	0
shin	0	0	0	0	0	0	0	0	0	0
kukhanya	1	0	0	0	0	0	0	0	0	0
shingle	0	0	0	0	0	0	0	0	0	0
kukhanya	1	0	0	1	0	0	1	0	0	0
kukhanya	0	0	0	0	0	0	0	0	0	0
nqanawa	0	0	0	1	0	0	0	0	0	0
thunyelwa	0	0	0	0	0	0	0	0	0	0
Ukuhambisa ngenqanawe	0	0	0	0	0	0	0	0	0	0
ikhephe	0	1	0	0	0	1	0	1	0	0
shire	0	0	0	0	0	0	0	0	0	0
ihempe	0	0	0	0	0	0	0	0	0	0
shit	0	1	1	0	1	0	0	0	0	0
thu thuzela	0	1	1	1	0	1	0	1	0	0
ukuthuthumela	0	0	0	0	0	0	0	0	0	0
ukutshiza	0	0	0	0	0	0	0	0	0	0
tshutshiswa	0	1	1	0	0	1	0	0	1	0
ngokukrakra	0	0	0	0	0	0	0	0	1	0
bhinqa	0	1	1	0	1	0	0	0	0	0
isihlangu	0	0	0	0	0	0	0	0	0	0
shoemaker	0	0	0	0	0	0	0	0	0	0
ukudubula	0	1	1	0	0	1	0	0	0	0
umqhubi	0	0	0	0	0	1	0	0	0	0
ukudubula	0	1	1	0	0	1	0	0	0	0
ivenkile	0	0	0	0	0	0	0	0	0	0
umthengi	0	0	0	0	0	0	0	0	0	1
ukuthengwa	0	1	1	0	1	0	0	0	0	0
ukuthenga	1	0	0	1	0	0	1	0	1	1
elunxwemeni	0	0	0	0	0	0	0	0	0	0
kutywala	0	0	0	0	0	0	0	0	0	0
mfutshane	0	0	0	0	0	0	0	0	0	0
ukunqongophala	0	1	1	0	0	1	0	1	0	0
ukusilela	0	1	0	0	0	0	0	0	0	0
mfutshane	0	0	0	0	0	0	0	0	0	0
ku mfutshane	0	0	0	0	0	0	0	0	0	0
mfutshane	0	0	0	0	0	0	0	0	0	0
kungekudala	0	0	0	1	0	0	0	0	0	0
ku futshane	0	0	0	0	0	0	0	0	0	0
mfutshane	0	0	0	0	0	0	0	0	0	0
idubule	0	1	1	0	0	1	0	1	1	0
i shotn	0	0	0	0	0	0	0	0	0	0
emagxeni	1	0	0	0	0	0	0	0	0	1
umemeza	0	0	1	0	0	0	0	0	1	0
ukudubula	0	1	1	0	0	0	0	0	0	0
ifosholo	0	0	0	0	0	0	0	0	0	0
amafosholo	0	0	0	0	0	0	0	0	0	0
bonise	0	0	0	0	0	0	0	0	0	1
kuhlamba	0	0	0	0	0	0	0	0	0	0
bonisa	0	0	0	0	0	0	0	0	0	0
bonisa	0	1	0	0	0	0	0	0	0	0
shrapnel	0	0	0	0	0	1	0	0	0	0
kuhlutha	0	0	0	0	0	0	0	0	0	0
ziqili	1	0	0	0	0	0	0	0	0	0
kuhlutha	0	1	1	0	0	1	0	1	1	0
nyiweyo	0	1	1	0	0	1	0	0	1	0
i-shrimp	0	0	0	0	0	0	0	0	0	0
indlu	0	0	0	0	0	0	0	0	0	0
behla	0	1	0	0	0	1	0	1	0	0
ehla	0	0	0	0	0	0	0	0	0	0
ngcwaba	0	0	0	0	0	0	0	1	0	0
shrub	0	0	0	0	0	0	0	0	0	0
i shrubbery	0	0	0	0	0	0	0	0	0	0
kuhlutha	0	0	0	0	0	0	0	0	0	0
zihlutha	0	1	0	0	0	0	0	0	0	0
ukuthuthumela	0	1	0	0	0	1	0	0	0	0
ukuyeka	0	0	0	0	0	0	0	0	0	0
ukugubha	0	0	0	0	0	0	0	0	0	0
ukuphepha	0	1	1	0	1	0	0	1	0	0
shunt	0	0	0	0	0	0	0	0	0	0
valiwe	0	0	0	0	0	0	0	0	0	0
yokuvala	0	0	0	0	0	0	0	0	0	0
i-shuttle	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	1
sic	0	0	0	0	0	0	0	0	0	0
kugula	0	1	0	0	1	0	0	1	0	0
ukugula	0	1	1	0	1	1	0	1	0	0
igale	0	0	0	0	0	0	0	0	0	0
gulayo	0	1	0	0	1	0	0	1	0	0
kugula	0	1	0	0	1	1	0	1	0	0
icala	0	0	0	0	0	0	0	0	0	0
kwibhodi	0	0	0	0	0	0	0	0	0	0
ukucima	0	0	0	0	0	0	0	0	0	0
ecaleni	0	0	0	0	0	0	0	0	0	0
ngqinge	0	0	0	0	0	0	0	0	0	0
siesta	0	0	0	0	0	0	0	0	0	0
sieve	0	0	0	0	0	0	0	0	0	0
ukuhlunga	0	0	0	0	0	0	0	0	0	0
bubula	0	0	0	0	0	0	0	0	0	0
kubona	0	0	0	0	0	0	0	0	0	0
mqondiso	0	0	0	0	0	0	0	0	0	0
uphawu	0	0	0	0	0	0	0	0	0	0
sayina	0	0	0	0	0	0	0	0	0	1
luleka	0	0	0	0	0	0	0	0	0	0
ebalulekileyo	0	0	0	0	0	0	0	0	0	0
ngiselo	0	0	0	0	0	0	0	0	0	0
bonisa	0	0	0	1	0	0	0	0	0	0
uphawu	0	0	0	0	0	0	0	0	0	0
cwaka	0	0	0	0	0	0	0	0	0	0
ngokuthula	0	0	0	0	0	0	0	0	0	0
silhouette	0	0	0	0	0	0	0	0	0	0
silika	1	0	0	0	0	0	0	0	0	0
silken	0	0	0	0	0	0	0	0	0	0
silky	0	0	0	0	0	0	0	0	0	0
sill	0	0	0	0	0	0	0	0	0	0
ukuphelisa	0	0	0	0	0	0	0	0	0	0
bubuqili	0	1	0	0	0	0	1	0	0	0
silt	0	0	0	0	0	0	0	0	0	0
si livere	0	0	0	0	0	0	0	0	0	0
silvery	0	0	0	0	0	0	0	0	0	0
fanayo	0	0	0	0	0	0	0	0	0	0
kufana	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
mva	0	0	1	1	0	0	0	0	0	0
ukumemeza	0	0	0	1	0	0	0	0	0	0
elula	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
lula	1	0	0	1	0	0	1	0	1	1
ngokulula	0	0	0	0	0	0	0	0	0	0
xelisa	0	0	0	0	0	0	0	0	0	0
e fanayo	0	0	0	0	0	0	0	0	0	0
simulating	0	0	0	0	0	0	0	0	0	0
ukulinganisa	0	0	0	0	0	0	0	0	0	0
ngaxeshanye	0	0	0	0	0	0	0	0	0	0
nga xeshanye	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	1	0	1	1	0	1	0	0
nya niseka	1	0	0	0	0	0	0	0	0	1
ukunyaniseka	1	0	0	0	0	0	0	0	0	0
nesono	0	1	1	0	1	1	0	1	0	0
ukucula	1	0	0	1	0	0	1	1	0	1
umculi	0	0	0	0	0	0	0	0	0	0
ongatshatanga	0	0	0	0	0	0	0	0	0	0
ngoma	1	0	0	0	0	0	0	0	0	0
yodwa	0	0	0	0	0	0	0	0	0	0
ubuninzi	0	0	0	0	0	0	0	0	0	0
ngokukodwa	0	0	0	0	0	0	0	0	1	0
siyingozi	0	1	1	0	1	1	0	0	0	0
cima	0	0	0	0	0	0	0	0	0	0
ngumoni	0	1	1	0	1	1	0	1	0	0
sonile	0	1	0	0	1	0	0	0	0	0
sinus	0	0	0	0	0	0	0	0	0	0
siphila	0	0	0	0	0	0	0	0	0	0
siphon	0	0	0	0	0	0	0	0	0	0
mnumzana	1	0	0	0	0	0	0	0	0	1
inwele	0	0	0	0	0	0	0	0	0	0
i-siren	0	1	0	0	0	1	0	0	0	0
sissy	0	1	0	0	0	0	0	0	0	0
usisi	0	0	0	0	0	0	0	0	0	0
udade	1	0	1	0	0	0	0	1	1	1
indawo	0	0	0	0	0	0	0	0	0	0
sith	0	0	0	0	0	0	0	0	0	0
ehleli	0	0	0	0	0	0	0	0	0	0
iimeko	0	0	0	0	0	0	0	0	0	0
ikhona	0	0	0	0	0	0	0	0	0	0
imeko	0	0	0	0	0	0	0	0	0	0
Isithandathu	0	0	0	0	0	0	0	0	0	0
Amashumi amathandathu	0	0	0	0	0	0	0	0	0	0
ubukhulu	0	0	0	0	0	0	0	0	0	0
sizzle	0	0	1	0	0	0	0	0	0	0
iskeyithi	0	0	0	0	0	0	0	0	0	0
ukukhwela	0	0	0	0	0	0	0	0	0	0
skein	0	0	0	0	0	0	0	0	0	0
skeleton	0	0	0	0	0	0	0	0	0	0
ngxolongo	0	0	0	0	0	0	0	0	0	0
ngathandabuzeki	0	1	0	0	0	0	0	0	0	0
ukungaqiniseki	0	0	0	0	0	0	0	0	0	0
umzobo	0	0	0	0	0	0	0	0	0	0
umzobo	0	1	0	0	0	0	0	0	0	0
zihluthwe	0	1	1	1	0	0	0	0	0	0
skewer	0	0	0	0	0	0	0	0	0	0
ikhefu	0	0	0	0	0	0	0	0	0	0
skid	0	1	1	0	0	1	0	1	0	0
qhekeza	0	0	0	0	0	0	0	0	0	0
buchule	0	0	0	0	0	0	0	0	0	0
abanezakhono	1	0	0	0	0	0	0	0	0	0
skillet	0	0	0	0	0	0	0	0	0	0
buchule	1	0	0	0	0	0	0	0	0	1
zikhuphe	0	0	0	0	0	0	0	0	0	0
isikhumba	0	0	0	0	0	0	0	0	0	0
lukhuni	0	0	0	0	0	0	0	0	0	0
yeqa	0	1	0	0	0	0	0	0	0	0
skipper	0	0	0	0	0	0	0	0	0	0
ukukhusela	0	1	1	0	0	0	0	0	0	0
ingubo	0	0	0	0	0	0	0	0	0	0
ukukhwela	0	0	0	0	0	0	0	0	0	0
i siketi	0	0	0	0	0	0	0	0	0	0
skit	0	0	0	0	0	0	0	0	0	0
Intloko	0	0	0	0	0	0	0	0	0	0
skunk	0	0	0	0	0	0	0	0	0	0
esibhakabhakeni	1	0	0	0	0	0	0	0	0	0
i skracraper	0	0	0	0	0	0	0	0	0	0
slab	0	0	0	0	0	0	0	0	0	0
ukulahla	0	1	0	0	0	0	0	0	0	0
slag	0	1	0	0	0	0	0	0	0	0
slam	0	1	1	0	0	1	0	0	1	0
ukunyelisa	0	1	1	0	1	0	0	0	0	0
ukunyelisa	0	1	0	0	0	0	0	0	0	0
